age,gender,track,strand,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g7_average,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g8_average,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g9_average,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp,g10_average
17,Male,TVL,IA-AS,88.66,89.63,86.65,81.51,82.65,84.5,90.98,76.45,89.83,85.27,86.27,90.53,76.87,88.78,95.39,99.71,75.76,86.37,96.45,93.72,77.62,90.86,77.93,94.79,99.43,75.75,87.56,95.61,84.14,89.66,82.72,82.46,98.37,87.29,88.18,87.83
15,Female,Academic,HUMSS,76.05,88.57,88.17,98.63,90.6,82.22,94.85,91.34,90.7,98.1,82,97.49,85.5,94.04,98.12,90.96,78.35,90.55,85.31,76.23,79.86,93.73,91.46,81.31,98.14,76.41,90.52,81.73,86.27,90.77,84.48,79.37,97.02,94.75,94.45,85.57
18,Male,Academic,ABM,88.09,89.71,85.14,86,96.64,79.52,79.64,82.48,86.2,84.47,75.6,76.04,75.11,99.74,99.42,84.87,93.5,85.03,81.69,78.33,81.3,76.73,88.71,93.93,82.6,89.21,86.25,94.22,91.24,93.03,80.78,76.98,77.21,85.52,97.79,91.62
15,Male,TVL,ICT,81.44,94,89.99,95.39,91.75,84.52,75.78,86.86,86.25,91.96,87.54,95.52,79.46,93.99,79.79,84.7,79.39,85.74,91.72,94.42,81.7,84.01,98.42,83.42,85.93,78.38,85.61,93.18,99.65,94.83,80.15,96.73,79.78,98.88,95.28,90.41
16,Male,TVL,ICT,91.71,78.16,98.81,93.5,91.46,88.02,86.56,97.99,89.81,83.18,78.64,87.5,88.9,78.34,94.78,87.52,98.41,88.45,99.33,86.87,86.63,96.85,84.79,84.86,75.52,94.61,87.82,92.98,78.81,87.3,76.1,80.53,85.08,95.33,97.03,88
16,Female,Academic,HUMSS,89.98,99.93,75.4,95.34,95,92.52,89.91,87,81.21,81.32,92.88,89.3,82.02,76.85,95.2,94.37,83.78,87.48,93.71,86.24,86.07,82.82,94.75,89.37,80.28,76.05,83.54,81.71,78.1,99.48,84.78,98.25,79.39,87.62,84.52,89.49
16,Female,TVL,IA-AS,88.28,98.11,90.56,97.51,75.31,83.55,93.58,80.71,89.92,96.52,84.91,98.56,99.92,95.26,93.53,94.7,81.51,89.59,90.47,78.38,97.53,77.45,88.03,79.86,99.96,93.4,88.65,87.59,88.92,90.21,88.9,84.37,99.44,78.8,96.9,85.2
15,Female,Academic,HUMSS,81.61,85.49,94.19,83.03,75.16,95.93,85.11,81.57,83,75.55,87.9,96.76,84.18,85.94,81.39,97.94,84.32,89.99,85.43,81.67,93.47,82.79,92.09,96.85,77.41,91.8,89.68,99.62,95.57,83.66,79.89,89.21,83.65,95.11,84.21,88.62
16,Female,TVL,ICT,89.27,90.66,77.94,99.91,75.97,99.51,96.95,77.75,85.93,79.41,99.48,90.94,78.28,80.06,99.49,84.2,95.21,88.36,88.88,87.48,86.88,99.01,84.76,95.85,93.9,75.96,86.72,90.86,86.4,91.99,79.84,78.98,78.9,89.09,77.34,84.75
17,Male,TVL,IA-AS,91.75,79.12,84.39,84.7,80.63,94.85,90.35,92.69,86.6,99.67,82.82,89.22,98.95,79.14,87.25,85.52,81.54,90.41,95.23,88.39,95.61,96.75,81.9,84.08,87.24,85.03,92.47,79.67,98.42,90.57,87.2,76.99,82.88,79.65,88.62,84.12
18,Female,Academic,HUMSS,81.04,90.01,89.18,79.78,82.46,79.9,77.04,78,86.05,83.07,75.63,79.9,78.98,80.06,90.25,92.9,84.45,89.22,95.78,89.44,76.4,85.2,99.69,90.51,83.32,88.85,83.68,86.03,92.03,80.33,86.68,84.21,80.31,90.73,90.69,86.39
18,Female,Academic,STEM,85.51,81.13,98.43,99.03,79.41,88.86,99.37,90.99,89.44,87.82,89.26,94.34,98.91,98.4,86.22,89.65,78.65,84.81,94.05,97.49,89.85,87.3,85.48,80.91,81.89,76.54,82.82,78.82,87.05,90.24,90.87,91.35,91.94,85.47,95.44,83.14
15,Female,TVL,ICT,80.36,97.17,99.37,77.83,79.36,97.74,84.16,98.32,87.88,98.45,89.03,89.35,88.83,94.16,84.79,98.04,89.29,88.78,77.54,84.31,99.9,85.39,88.5,82.65,97.79,75.28,89.52,93.52,93.24,92.18,99.19,96.02,85.55,81.21,93.16,86.3
15,Female,TVL,HE,83.7,92.52,84.81,86.19,87.33,96.11,92.89,75.99,88.24,97.05,93.76,95.62,94.76,88.93,78.79,82.45,99.07,85.9,81.47,86.24,78.75,99.54,99.86,76.9,79.17,99.52,88.35,90.04,86.55,94.06,95.57,83.79,91.85,90.64,84.18,83.83
18,Female,Academic,STEM,82.82,84.48,97.53,85.04,81.25,90.72,81.11,79.19,87.19,98.57,76.73,92.44,83.92,95.93,78.48,95.04,89.86,90.47,79.45,85.15,86.33,93.55,83.63,89.44,77.56,94.62,86.7,86.33,84.56,91.12,91.75,89.75,94.97,87.61,98.77,85.94
18,Female,TVL,IA-CES/EPAS,82.33,94.43,93.61,87.15,88.59,96.15,84.19,78.37,86.49,85.03,93.16,98.61,79.22,98.62,75.3,81.45,97.36,87.17,82.36,91.16,92.18,85.88,77.93,79.89,84.91,90.98,91.51,96.33,95.47,94.02,88.09,90.85,86.56,95.33,81.13,88.72
17,Female,Academic,HUMSS,76.57,76.68,83.37,94.05,76.81,90.06,79.68,83.86,87.7,79.19,88.93,96.51,88.24,98.31,98.7,90.91,88.17,86.66,82.56,87.62,80.41,75.32,82.81,91.49,93.7,75.01,90.37,78.61,89.96,78.43,90.44,95.79,85.25,84.93,88.05,89.94
18,Male,TVL,ICT,95.35,80.36,79.35,95.36,95.53,92.75,80.32,98.01,87.73,77.34,94.16,89.49,87.48,75.24,84.84,91.12,78.49,86.32,94.01,77.97,89.95,75.91,86.97,79.91,99.13,91.27,87.19,75.94,81,90.07,87.92,98.19,94.12,87.5,82.86,86.2
17,Male,TVL,IA-CES/EPAS,79.32,90.01,93.02,95.79,85.62,99.13,96.85,76.05,87.79,97.18,93.14,97.46,76.65,94.08,78.81,75.34,98.5,88.56,90.01,83.03,95.57,94.82,81.68,86.4,83.59,91.03,86.89,98.78,93.76,78.21,75.7,85.85,88.57,82.83,90.89,80.53
15,Female,Academic,HUMSS,83.02,92.33,78.4,90.24,88.34,93.76,83.55,90.54,83.89,84.58,92.58,97.92,85.43,98.48,83.67,88.99,98.55,88.59,77.7,77.05,99.31,94.15,79.18,89.41,80.03,89.25,90.09,85.73,97.64,75.12,81.2,88.9,94.15,80.31,87.06,84.47
15,Female,TVL,ICT,77.08,96.75,80.44,87.73,79.18,79.73,78.95,88.56,88.94,88.91,93.64,97.97,84.79,75.14,86.74,95.53,92.36,88.72,80.74,84.38,75.68,94.63,88.59,93.66,88.58,99.3,87.4,89.96,94.98,75.63,81.23,86.51,83.47,88.54,81.99,88.02
15,Female,Academic,ABM,93.34,92.03,84.39,79.54,81.44,99.91,83.34,78,84.37,79.07,85.62,79.95,99.09,86.06,89.72,93.84,80.45,87.23,91.18,82.25,80.88,81.94,91.74,88.59,94.87,95.61,83.85,94.49,97.73,89.11,90.7,96.09,96.56,85.98,97.47,90.04
16,Female,Academic,STEM,77.4,76,89.91,99.16,88.44,88.84,87.96,79.14,86.85,76.38,75.44,85.6,99.94,79.79,82.05,76.88,92.5,89.8,96.3,99.99,99.93,90.51,80.03,76.57,79.93,88.97,88.69,88.06,93.82,76.84,92.82,85.89,75.47,87.19,98.71,83.3
17,Female,Academic,HUMSS,80.56,77.22,86.48,87.38,75.92,98.83,76.37,99.78,88.52,87.34,80.06,80.5,82.5,97.38,79.99,87.38,83.8,87.65,75.17,92.97,95.29,79.64,81.59,99.55,90.9,77.32,87.21,97.46,87.1,85.78,82.97,91.25,96.95,82.3,88.03,85.95
18,Male,TVL,IA-CES/EPAS,89.78,90.16,83.82,94.75,89.22,98.94,91.69,82.73,85.37,76.12,80.43,89.73,84.37,78.15,85.57,98.01,87.59,85.6,79.45,99.3,78.66,88.75,90.21,93.47,78.79,87.56,86.81,98.29,75.95,92.44,83.54,80.45,87.35,76.88,85.1,90.02
15,Male,Academic,STEM,92.63,88.04,90.91,84.4,81.47,96.82,96.17,81.76,87.74,81.91,89.49,85.76,75.5,95.62,92.46,77.77,75.61,91.87,84.5,87.98,89.18,91.88,84.4,79.9,94.49,85.29,87.4,76.55,87.14,82.09,91.64,89.19,83.07,86.25,85.69,89.95
18,Female,TVL,HE,88.36,87.76,96.91,85.41,79.37,95.31,76.77,87.46,81.09,77.97,98.41,99.06,95.6,82.24,92.09,90.21,99.93,79.71,92.92,87.34,94.59,88.47,76.45,93.15,76.22,78.06,91.82,84.11,89.41,81.58,79.27,76.67,91.07,89.26,98.67,91.63
17,Male,Academic,ABM,92.32,79.34,83.35,79.95,96.72,84.12,87.17,96.25,86.89,78.83,93.48,92.97,85.47,81.54,95.87,93.15,93.99,87.43,98.21,91.44,95.07,94.96,95.08,82.25,86.54,89.84,85.88,92.79,76.12,80.27,89.4,86.61,83.58,82.22,77.97,85.64
17,Female,Academic,HUMSS,77.18,82.35,84.34,97.08,87.12,94.5,83.05,75.84,83.79,79.97,94.46,78.77,99.14,95.72,81.29,86.4,80.32,90.19,94.32,79.15,77.2,83.76,97.7,85.71,75.97,96.55,90.96,94.11,78.92,78.43,97.01,87.01,76.96,84.94,96.99,86.28
17,Male,TVL,HE,82.36,88.26,85.96,75.21,80.53,99.65,83.63,93.47,85.96,95.36,89,83.85,91.86,95.39,76.82,99.81,87.32,91.74,81.24,76.8,92.21,87.57,98.26,85.78,77.36,89.43,88.76,87.67,88.27,96.61,82.67,99.12,93.07,83.14,93.4,86.98
16,Female,TVL,IA-CES/EPAS,85.95,80.53,98.8,87.52,80.51,96.28,92.63,94.67,89.1,88.44,85,80.59,88.15,82.97,86.14,89.32,98.22,86.46,99.54,88.96,92.47,98.98,97.04,98.92,76.29,83.23,81.83,97.64,93.71,86.08,92.14,97.81,82.01,80.57,91.82,88.94
18,Female,TVL,HE,83.45,79.86,92.23,75.46,96.67,80.96,94.25,81,89.8,78.46,99.58,93.43,97.53,78.85,83.94,76.41,78.37,91.08,84.27,93.65,98.25,82.83,99.04,86.2,84.38,93.24,85.77,86.53,83.66,80.33,89.94,75.21,87.56,95.58,81.69,88.42
15,Male,TVL,ICT,85.66,81.2,95.64,86.81,87.72,89.41,89.62,85.65,86.27,87.32,89.72,84.33,84.91,82.77,94.76,83.85,93.32,89.98,85.04,96.04,79.5,96.11,84.44,77.26,99.78,94,86.44,86.08,99.9,99.04,90.74,86.79,76.64,97.15,85.61,90
16,Female,Academic,STEM,79.51,94.28,97.7,90.14,77.05,89.56,93.63,75.31,86.39,82.21,77.75,89,78.56,90.03,97.97,92.28,98.14,89.16,79.05,89.63,97.43,99.37,79.05,75.34,94.54,80.39,83.73,79.98,95.83,90.79,80.37,97.98,83.94,97.93,98.89,82.46
17,Female,Academic,HUMSS,75.01,94.34,85.93,77.03,85.05,99.16,90.78,89.85,90,81.43,92.85,98.35,94.39,93.32,91.22,75.52,92.01,84.21,94.51,81.69,85.24,89.69,77.54,85.57,97.45,82.36,88.99,95.4,95.1,81.94,99.78,93.59,93.7,93.05,92.11,88.69
16,Male,Academic,HUMSS,97.35,99.83,91.82,78.58,81.34,92.1,94.37,91.49,88.26,84.21,91.53,80.33,99.4,77.83,88.35,81.31,88.11,89.07,94.48,88.48,89.43,98.29,87.31,85.12,76.15,94.41,85.79,91.19,88.62,85.65,97.35,91.88,83.17,80.35,88.6,90.78
18,Female,Academic,HUMSS,91.98,79.9,78.01,89.54,90.32,75.6,83.82,81.84,84.54,82.1,88.27,92.98,75.72,77.84,98.04,82.61,92.26,86.18,79.96,78.31,99.19,84.04,83.42,94.25,77.77,92.82,92.61,83.37,90.91,95.41,91,95.78,83.58,81.87,82.2,85.19
17,Male,TVL,ICT,77.42,96.95,95.63,79.53,77.72,86.48,87.33,95.03,87.54,82.91,91.69,90.51,76.1,86.33,94.74,99.69,88.8,84.55,85.48,90.6,77.82,88.33,82.86,83.71,86.78,78.34,86.49,79.01,81.33,92.58,85.15,93.91,96.97,83.33,89,87.4
17,Female,TVL,IA-CES/EPAS,94.23,79.5,84.07,79.81,98.57,81.29,80.26,96.73,86.48,81.48,90.26,87.58,87,75.42,75.01,85.89,98.24,88.56,81.62,95.57,79.78,78.98,94.84,92.22,94.57,82.57,84.57,86.68,79.61,82.22,89.05,87.33,89.93,98.95,84.69,85.49
17,Male,TVL,IA-CES/EPAS,83.5,94.06,79.51,81.46,96.51,96.93,89.97,90.87,88.85,82.78,89.83,94.16,83.38,80.99,99.22,90.68,85.67,87.7,90.84,95.77,84.3,95.04,88.61,85.97,94.44,80.9,86.21,82.41,86.78,92.84,98.26,90.65,89.06,77.54,84.29,92.33
17,Male,Academic,ABM,99.82,90.74,95.39,85.76,78.9,97.83,83.49,91.74,84.1,94.05,89.43,87.84,86.13,76.51,87.28,80.76,93.39,88.44,95.32,91.45,99.87,75.71,84.25,96.02,89.83,84.05,90.36,88.43,94.93,81.86,81.99,96.94,81.04,95,76.95,90.63
16,Male,Academic,STEM,77.98,84.83,81.66,95.38,88.82,81.69,85.68,96.16,88.93,75.39,86.56,91.87,98.5,93.86,94.78,76.34,75.78,88.76,80.07,97.62,78.18,97.84,93.69,75.16,82.57,76.87,84.32,94.45,96.82,97.86,80.73,77.41,94.51,97.55,98.5,86.94
16,Male,TVL,HE,76.14,83.34,90.89,96.08,99.08,78.63,91.9,91.76,86.91,87.91,83.02,78.35,86.15,91.04,99.54,88,90.9,89.32,91.02,81.12,79.29,94.84,76.78,95.72,95.86,86.68,88.79,76.39,81,80.68,76.14,99.31,83.22,82.52,96.14,84.54
18,Female,TVL,IA-AS,78.75,79.35,96.5,99.59,98.07,97.38,87.72,75.3,84.72,85.9,93.83,90.56,95.19,92.26,85.27,86.71,79.47,86.03,88.13,96.65,89.56,76.4,82.59,79.3,77.88,91.39,87.4,88.13,76.28,79.29,78.18,75.4,80.08,80.23,85.47,87.15
17,Male,TVL,HE,95.08,89.54,83.64,75.29,83.27,86.89,86.14,96.33,88.73,79.54,87.11,89.51,80.79,85.8,85.71,89.45,80.45,85.78,76.47,86.64,77.33,84.64,85.69,78.55,78.97,82.96,87.76,84.21,82.51,89.72,79.22,77.3,93.74,96.9,86.02,88.96
18,Female,TVL,ICT,87.6,85.47,86.05,98.52,85.01,84.08,99.42,80.29,88.23,89.84,92.44,85.38,90.86,80.16,87.74,90.11,81.37,88.87,75.42,81.8,82.97,82.26,88.49,86.92,92.48,82.08,89.85,87.51,80.67,84.86,99.75,85.1,84.39,77.31,82.23,87.04
18,Male,Academic,HUMSS,99.11,87.35,76.27,89.36,89.64,78.99,89.07,99.44,92.54,75.34,75.1,88.68,80.44,75.82,99.36,86.2,77.9,85.02,78.21,80.48,97.51,88.54,97.6,83.91,99.24,82.22,87.52,79.59,77.34,76.61,75.33,93.67,89.1,85.58,76.32,92.2
16,Female,Academic,HUMSS,84.67,96.94,83.73,97.83,94.13,75.74,87.8,90.55,89.99,98.5,77.17,84.8,77.87,94.95,77.55,87.32,84.82,88.68,83.31,86.92,83.28,95.23,87.5,91.05,90.52,81.45,86.79,75.76,95.63,87.32,85.76,98.65,79.65,97.72,78.16,87.39
15,Female,TVL,HE,80.42,92.86,83.81,88.82,91.07,93.89,97.07,87.19,89.07,90.67,78.59,91.85,79.79,83.41,75.88,86.83,76.7,91.74,83.31,82.68,92.47,94.33,89.71,79.55,91.31,96.08,82.66,96.1,92.71,88.84,91.51,88.28,98.74,83.26,91.65,83.59
16,Male,Academic,ABM,92.03,97.31,87.96,89.15,92.75,82.86,87.65,80.81,87.36,97.35,88.84,98.13,93.09,76.21,80.45,98.69,80.07,88.97,98.39,80.93,93.92,97.23,89.23,83.12,88.56,85.03,87.12,88.24,97.72,92.87,88.38,79.92,88.87,85.94,87.65,84.72
17,Female,Academic,STEM,82.76,87.06,93.55,92.35,88.9,77.22,96.31,98.05,85.82,79.89,90.72,86.96,87.3,82.88,87.35,83.32,95.59,83.64,82.41,91.62,78.62,77.74,86.68,77.36,96.41,78.63,83.96,88.51,85.24,87.64,89.61,98.14,94.59,78.64,77.66,85.38
18,Female,Academic,HUMSS,79.1,77.82,80.63,87.99,81.37,80.18,89.23,86.65,85.5,80.77,82.45,95,75.72,98.55,91.99,88.06,97.5,85.56,96.26,90.19,97.26,75.41,86.63,97.2,88.02,95.97,87.45,93.85,87.2,99.83,94.81,87.54,83.57,97.44,88.29,90.85
16,Male,TVL,ICT,97.39,76.41,76.93,79.85,86.46,95.55,91.73,92.31,88.23,80.58,85.16,80.63,88.35,89.76,84.52,80.55,86.73,85.19,92.42,91.32,95.28,89.22,75.81,84.44,81.37,91.26,81.92,75.7,87.27,80.42,97.41,91.5,77.95,89.58,80.84,91.05
15,Male,TVL,ICT,89.33,76.24,78.5,85.65,76.19,78.13,82.17,91.84,85.03,80.16,83.46,94.43,91.83,80.06,82.82,76.24,79.3,84.52,95.46,83.52,76.53,89.37,89.34,98.07,79.29,94.17,87.27,82.45,80.1,95.23,91.46,84.5,82.58,89.49,78.49,92.43
15,Male,TVL,IA-AS,88.29,86.86,78.56,75.08,95.97,97.83,99.63,93.02,92.28,93.08,81.51,86.68,93.11,99.07,81.77,87.88,78.19,85.69,80.24,75.59,80.13,95.33,86.58,87.69,91.65,90.06,89.77,82.62,93.96,82.99,91.67,91.55,78.49,87.43,98.62,90.64
16,Male,TVL,IA-CES/EPAS,90.07,90.94,86.84,82.6,85.73,85.71,79.57,80.02,86.32,97.45,90.89,89.67,96,90,79.07,88.78,94.14,91.04,81.87,77.12,98.86,90.76,77.62,80.41,95.75,84.9,85.99,98.49,82.55,77.74,84.91,77.17,82.01,88.69,79.1,86.12
18,Male,Academic,HUMSS,97.03,81.47,90.04,77.45,80.33,78.08,96.65,81.13,83.7,82.11,96.57,80.58,93.58,90.73,94.09,98.95,82.23,89.48,91.51,99.07,90.64,85.85,97.87,90.18,75.18,76.73,89.13,77.76,98.65,99.28,82.8,91.68,96.34,94.92,89.01,90.21
16,Female,Academic,STEM,95.54,85.57,79.59,87.9,79.58,94.28,92.75,89.53,88.44,84.63,97.5,97.59,89.88,89.46,78.59,80.81,98.33,90.91,76.01,78.01,85.31,97.76,96.26,95.12,76.41,75.05,88.9,77.41,97.52,85.08,82.98,92.25,75.34,88.95,81.11,88.95
18,Female,Academic,STEM,95.74,95,83.15,87.49,87.41,86.8,97.71,99.15,85.72,78.54,96.04,94.15,99.49,87.4,98.68,76.73,94.33,82.84,89.18,79.76,96.77,97.28,84.26,80.85,87.56,91.83,86.21,75.63,82.35,76.99,90.76,94.91,77.25,75.52,81.29,86.38
17,Male,TVL,HE,76.79,87.86,89.87,81.17,94.15,98.27,96.13,86.02,82.96,98.17,85.77,91.96,85.79,89.63,93.04,99.77,76.01,87.17,87.4,98.93,84.9,93.74,81.34,92.38,98.04,99.21,83.87,91.01,75.95,91.72,87.64,92.89,81.49,92.15,82.41,89.05
15,Female,Academic,STEM,85.74,80.27,92.88,88.99,92.55,93.24,85.64,98.68,88.56,88.05,99.86,76.83,82.21,82.15,76.08,90.7,82.3,89.49,88.14,94.99,87.7,92.99,93.51,80.1,91.78,86.18,85.75,89.96,77.99,98.84,99.39,88.46,76.6,98.17,95.03,89.77
16,Male,TVL,ICT,95.21,88.4,80.87,83.11,93.05,76.66,96.92,92.14,85.34,85.15,94.7,93.11,82.08,92.13,80.61,95.37,99.03,86.46,86.02,95.9,86.6,87.6,95.81,78.05,90.48,90.17,89.29,85.24,92.54,93.81,83.19,88.25,98.56,85.24,84.34,91.98
15,Female,TVL,IA-AS,97.26,83.68,84.23,94.53,89.68,89.46,89.08,86.41,87.59,82.47,81.68,85.24,86.01,98.57,79.22,93.86,85.05,88.82,94.63,90.54,78.3,87.05,98.76,76.6,75.48,97.45,89.36,77.86,95.3,94.37,96.66,87.9,86.83,76.37,77.19,87.11
16,Female,TVL,HE,81.06,77.89,98.51,86.37,76,97.6,97.42,96.08,88.88,93.66,82.63,86.02,86.98,79.67,85.49,94.07,94.57,84.96,86,80.76,89.88,84.38,93.36,76.02,97.79,88.86,90.41,83.1,75.34,87.13,87.66,75.44,88.41,94.83,77.63,90.82
16,Female,Academic,ABM,91.43,95.8,93.64,83.84,84.21,99.38,83.61,76.76,87.56,82.12,88.44,93.33,88.37,93.08,86.02,77.33,79.12,84.72,92.73,95.43,82.81,87.49,92.62,91.86,91.84,77.94,89.86,78.13,95.27,76.45,97.96,89.91,91.97,95.96,76.03,84.56
17,Male,TVL,ICT,83.95,91.55,79.95,88.81,85.52,77.09,95.68,96.71,82.53,99.3,84.11,81.88,82.34,85.75,90.1,96.11,86.38,86.81,90.4,99.2,86.48,76.2,86.26,88.7,88.49,93.46,86.53,95.47,99.37,88.28,98.52,88.71,75.02,88.77,76.66,84.8
16,Female,TVL,IA-AS,82.3,95.46,91.9,96.47,99.86,86.88,96.42,84.3,85.39,76.84,90.96,82.17,86.41,80.34,91.04,76.03,94.87,86.24,90.95,94.73,77.03,79.76,78.36,91.52,93.58,86.37,91.9,82.94,78.96,77.99,95.92,98.53,85.8,89.98,82.93,88.49
17,Male,Academic,ABM,84.15,93.75,99.56,95.61,81.05,93.48,81.61,90.03,84.1,96.64,79.49,91.06,79.82,95.81,85.55,81.61,85.18,86.71,93.14,92.55,82.33,77.4,87.77,78.75,87.7,87.6,83.15,98.23,98.32,81.04,91.1,94.85,97.91,96.19,86.32,90.63
18,Male,TVL,IA-AS,95.84,86.49,79.01,75.62,79.25,91.22,79.7,77.27,89.48,88.82,88.39,94.35,77.35,82.74,84.65,94.55,83.43,94.2,79.37,84.59,76.96,88.2,91.01,98.02,90.4,94.36,87.4,79.24,86.84,78.25,75.41,87.68,86.97,76.33,96.28,89.49
15,Female,TVL,ICT,92.99,90.11,88.56,92.12,88.85,91.18,98.85,77.05,86.18,78.24,85.12,95.09,75.36,92.65,97.04,84.83,92.48,91.63,97.47,78.57,75.02,90.23,94.64,88.46,87.72,99.48,87.46,75.41,75.09,79.86,77.55,89.51,81.47,98.97,91.16,86.6
16,Female,Academic,HUMSS,94.65,80.83,92.62,81.49,92.42,78.01,77.67,92.26,89.4,87.66,99.56,90.25,79.76,92.23,87.84,91.28,77.96,88.75,95.21,87.63,94.97,75.9,83.57,88.3,80.12,92.23,84.94,92.21,79.65,75.19,98.22,81.51,83.92,89.66,96.53,81.82
16,Male,Academic,STEM,93.97,86.48,99.9,78.95,75.45,97.64,87.91,87.88,87.21,91.94,93.59,94.22,96.5,75.34,83.64,78.17,93.07,88.24,80.59,75.48,81.54,81.58,85.02,86.87,94.77,86.63,89.04,92.01,88.58,82.57,81.79,82.24,90.02,84.7,82.21,87.8
18,Male,Academic,HUMSS,80.46,79.39,99.51,86.91,96.24,97.22,80.63,92.84,87.72,99.42,92.39,92.99,86.24,79.79,82.81,89.33,80.03,87.81,75.84,85.26,92.24,98.57,77.95,81.32,94.57,88.78,85.1,85.28,92.08,93.23,79.46,93.84,97.97,97.52,93.27,83.24
17,Male,Academic,STEM,75.23,90.64,91.88,92.79,94.23,93.68,87.1,89.28,89.28,99.09,95.4,81.17,78.18,95,94.89,88.13,91.07,84.87,80.9,85.09,97.73,82.53,75.73,89.27,97.29,77.02,90.21,78.75,99.45,81.63,95.74,82.36,94.53,97.18,83.24,87.08
17,Female,TVL,IA-CES/EPAS,93.13,99.34,75.22,82.59,83.71,97.38,79.83,89.81,87.25,76.11,75.09,79.78,95.07,94.12,97,94.63,86.78,88.89,90.54,82.68,86.34,99.79,96.01,89.17,96.21,96.84,86.44,92.5,90.71,92.86,93.07,87.22,96.26,75.89,78.6,83.72
18,Female,Academic,ABM,97.42,85.56,78.74,77.88,89.46,98.37,92.75,97.23,90.48,96.77,85.57,78.03,94.9,81.16,78.67,89.14,76.26,83.82,87.12,81.57,89.29,76.13,82.73,75.28,94.12,81.38,87.51,97.31,87.58,78.98,80.57,82.06,91.37,97.62,81.13,82.09
15,Male,Academic,STEM,83.24,92.39,94.39,85.19,91.18,77.88,79.65,79.99,88.45,83.92,88.05,94.57,76.33,96.17,75.53,80.65,76.41,88.86,78.71,84.09,88.07,80.65,79.48,91.13,98.34,92.89,85.38,89.42,86.53,82.65,97.52,80.93,88.85,98.99,80.05,85.89
16,Male,Academic,STEM,78.75,94.31,83.77,87.01,99.19,91.4,97.48,98.77,84.84,86.63,96.77,92.86,97.55,91.88,92.12,95.39,76.18,84.47,86.02,82.14,78.17,91.1,99.61,84.57,80.17,79.93,82.1,80.59,83.67,86.76,86.73,89.72,93.55,78.24,84.86,86.92
16,Male,Academic,HUMSS,94.09,89.87,94.68,87.73,96.72,97.75,84.4,86.23,85.08,85.34,77.36,86.95,85.23,86.12,77.19,99.06,98.4,93.23,81.53,86.01,77.53,78.36,85.05,99.41,99.28,81.29,91.1,89,78.8,92.43,81.03,75.18,76.18,93.1,97.43,88.17
18,Male,TVL,ICT,76.45,81.18,77.14,87.22,80.01,81.33,79.1,86.34,83.22,81.44,83.95,83.59,95.59,83.33,91.98,78.94,80.85,89.94,97.43,80.83,99.48,92.53,86.53,88.39,84.61,86.29,86.78,86.23,99.96,86.34,95.7,80.26,93.23,80.16,98.16,83.94
15,Male,TVL,ICT,92.5,98.86,97.82,79.23,87.18,99.22,95.86,93.7,87.54,78.34,75.52,88.99,85.82,83.43,82.31,83.83,84.82,91.77,80.81,84.79,97.78,96.02,87.65,92.7,85.76,87.16,94.48,93.27,89.67,95.58,87.82,99.29,81.18,91.8,99.89,87.74
18,Female,Academic,HUMSS,95.07,98.69,78.34,75.29,76.97,85.64,78.28,86.42,84.75,98.89,86.62,76.54,83.64,92.9,88.26,84.99,85.22,88.38,88.1,79.46,96.43,93.52,89.83,90.05,76.18,92.75,87.7,97.12,87.79,75.68,97.16,77.24,92.17,82.93,85.57,86.86
18,Male,TVL,ICT,93.85,82.62,80.79,88.41,87.67,97.06,76.35,78.22,90.78,84.79,77.81,94.7,88.69,83.8,86.49,84.61,96.16,87.86,76.11,98.52,86.13,87.46,91.31,79.18,89.35,87.4,84.43,89.73,95.57,89.67,88.34,92.89,99.67,89.66,86.98,86.81
17,Male,TVL,ICT,84.4,83.68,84.48,78.14,83.8,96.59,94.9,81.11,83.59,93.34,91.21,87.43,79.17,81.5,90.57,76.14,76.48,86.07,90.73,83.25,81.64,77.07,88.56,80.4,95.31,95.16,89.88,83.92,83.41,88.89,80.27,94.91,88.44,81.02,86.09,85.29
18,Female,Academic,HUMSS,95.09,92.46,94.19,75.81,93.88,82.64,92.33,92.46,88.24,100,84.15,82.1,86.69,77.01,93.21,77.53,81.61,84.85,93.33,88.02,91.96,82.82,89.18,99.72,91.26,89.34,87.57,99.26,88.6,89.92,96.69,87.27,80.41,99.25,93.74,86.67
17,Male,TVL,HE,82.38,75.41,77.81,87.47,78.67,76.67,91.11,81.15,87.21,94.96,83.37,94.64,85.36,76.46,86.87,98.9,94.54,86.46,99.68,85.6,78.6,88.55,94.9,79.01,82.65,85.64,81.29,76.75,99.4,88.43,89.59,77.26,85.86,96.69,85.68,85.65
15,Male,Academic,ABM,99.72,91.02,82.73,96.23,93.03,98.27,98.6,78.31,91.56,82.04,95.32,90.16,95.09,95.14,84.37,82.6,93.32,90.32,86.95,86.32,80.85,87.71,88.13,87.92,88.85,98.94,86.74,93.44,81.82,77.79,99.11,83.86,84.24,87.42,82.24,86.35
