age,gender,track,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp
15,Female,TVL,83.7,92.52,84.81,86.19,87.33,96.11,92.89,75.99,97.05,93.76,95.62,94.76,88.93,78.79,82.45,99.07,81.47,86.24,78.75,99.54,99.86,76.9,79.17,99.52,90.04,86.55,94.06,95.57,83.79,91.85,90.64,84.18
18,Female,Academic,82.82,84.48,97.53,85.04,81.25,90.72,81.11,79.19,98.57,76.73,92.44,83.92,95.93,78.48,95.04,89.86,79.45,85.15,86.33,93.55,83.63,89.44,77.56,94.62,86.33,84.56,91.12,91.75,89.75,94.97,87.61,98.77
18,Female,TVL,82.33,94.43,93.61,87.15,88.59,96.15,84.19,78.37,85.03,93.16,98.61,79.22,98.62,75.3,81.45,97.36,82.36,91.16,92.18,85.88,77.93,79.89,84.91,90.98,96.33,95.47,94.02,88.09,90.85,86.56,95.33,81.13
17,Female,Academic,76.57,76.68,83.37,94.05,76.81,90.06,79.68,83.86,79.19,88.93,96.51,88.24,98.31,98.7,90.91,88.17,82.56,87.62,80.41,75.32,82.81,91.49,93.7,75.01,78.61,89.96,78.43,90.44,95.79,85.25,84.93,88.05
18,Male,TVL,95.35,80.36,79.35,95.36,95.53,92.75,80.32,98.01,77.34,94.16,89.49,87.48,75.24,84.84,91.12,78.49,94.01,77.97,89.95,75.91,86.97,79.91,99.13,91.27,75.94,81,90.07,87.92,98.19,94.12,87.5,82.86
17,Male,TVL,79.32,90.01,93.02,95.79,85.62,99.13,96.85,76.05,97.18,93.14,97.46,76.65,94.08,78.81,75.34,98.5,90.01,83.03,95.57,94.82,81.68,86.4,83.59,91.03,98.78,93.76,78.21,75.7,85.85,88.57,82.83,90.89
15,Female,Academic,83.02,92.33,78.4,90.24,88.34,93.76,83.55,90.54,84.58,92.58,97.92,85.43,98.48,83.67,88.99,98.55,77.7,77.05,99.31,94.15,79.18,89.41,80.03,89.25,85.73,97.64,75.12,81.2,88.9,94.15,80.31,87.06
15,Female,TVL,77.08,96.75,80.44,87.73,79.18,79.73,78.95,88.56,88.91,93.64,97.97,84.79,75.14,86.74,95.53,92.36,80.74,84.38,75.68,94.63,88.59,93.66,88.58,99.3,89.96,94.98,75.63,81.23,86.51,83.47,88.54,81.99
15,Female,Academic,93.34,92.03,84.39,79.54,81.44,99.91,83.34,78,79.07,85.62,79.95,99.09,86.06,89.72,93.84,80.45,91.18,82.25,80.88,81.94,91.74,88.59,94.87,95.61,94.49,97.73,89.11,90.7,96.09,96.56,85.98,97.47
16,Female,Academic,77.4,76,89.91,99.16,88.44,88.84,87.96,79.14,76.38,75.44,85.6,99.94,79.79,82.05,76.88,92.5,96.3,99.99,99.93,90.51,80.03,76.57,79.93,88.97,88.06,93.82,76.84,92.82,85.89,75.47,87.19,98.71
17,Female,Academic,80.56,77.22,86.48,87.38,75.92,98.83,76.37,99.78,87.34,80.06,80.5,82.5,97.38,79.99,87.38,83.8,75.17,92.97,95.29,79.64,81.59,99.55,90.9,77.32,97.46,87.1,85.78,82.97,91.25,96.95,82.3,88.03
18,Male,TVL,89.78,90.16,83.82,94.75,89.22,98.94,91.69,82.73,76.12,80.43,89.73,84.37,78.15,85.57,98.01,87.59,79.45,99.3,78.66,88.75,90.21,93.47,78.79,87.56,98.29,75.95,92.44,83.54,80.45,87.35,76.88,85.1
15,Male,Academic,92.63,88.04,90.91,84.4,81.47,96.82,96.17,81.76,81.91,89.49,85.76,75.5,95.62,92.46,77.77,75.61,84.5,87.98,89.18,91.88,84.4,79.9,94.49,85.29,76.55,87.14,82.09,91.64,89.19,83.07,86.25,85.69
18,Female,TVL,88.36,87.76,96.91,85.41,79.37,95.31,76.77,87.46,77.97,98.41,99.06,95.6,82.24,92.09,90.21,99.93,92.92,87.34,94.59,88.47,76.45,93.15,76.22,78.06,84.11,89.41,81.58,79.27,76.67,91.07,89.26,98.67
17,Male,Academic,92.32,79.34,83.35,79.95,96.72,84.12,87.17,96.25,78.83,93.48,92.97,85.47,81.54,95.87,93.15,93.99,98.21,91.44,95.07,94.96,95.08,82.25,86.54,89.84,92.79,76.12,80.27,89.4,86.61,83.58,82.22,77.97
17,Female,Academic,77.18,82.35,84.34,97.08,87.12,94.5,83.05,75.84,79.97,94.46,78.77,99.14,95.72,81.29,86.4,80.32,94.32,79.15,77.2,83.76,97.7,85.71,75.97,96.55,94.11,78.92,78.43,97.01,87.01,76.96,84.94,96.99
17,Male,TVL,82.36,88.26,85.96,75.21,80.53,99.65,83.63,93.47,95.36,89,83.85,91.86,95.39,76.82,99.81,87.32,81.24,76.8,92.21,87.57,98.26,85.78,77.36,89.43,87.67,88.27,96.61,82.67,99.12,93.07,83.14,93.4
16,Female,TVL,85.95,80.53,98.8,87.52,80.51,96.28,92.63,94.67,88.44,85,80.59,88.15,82.97,86.14,89.32,98.22,99.54,88.96,92.47,98.98,97.04,98.92,76.29,83.23,97.64,93.71,86.08,92.14,97.81,82.01,80.57,91.82
18,Female,TVL,83.45,79.86,92.23,75.46,96.67,80.96,94.25,81,78.46,99.58,93.43,97.53,78.85,83.94,76.41,78.37,84.27,93.65,98.25,82.83,99.04,86.2,84.38,93.24,86.53,83.66,80.33,89.94,75.21,87.56,95.58,81.69
15,Male,TVL,85.66,81.2,95.64,86.81,87.72,89.41,89.62,85.65,87.32,89.72,84.33,84.91,82.77,94.76,83.85,93.32,85.04,96.04,79.5,96.11,84.44,77.26,99.78,94,86.08,99.9,99.04,90.74,86.79,76.64,97.15,85.61
16,Female,Academic,79.51,94.28,97.7,90.14,77.05,89.56,93.63,75.31,82.21,77.75,89,78.56,90.03,97.97,92.28,98.14,79.05,89.63,97.43,99.37,79.05,75.34,94.54,80.39,79.98,95.83,90.79,80.37,97.98,83.94,97.93,98.89
17,Female,Academic,75.01,94.34,85.93,77.03,85.05,99.16,90.78,89.85,81.43,92.85,98.35,94.39,93.32,91.22,75.52,92.01,94.51,81.69,85.24,89.69,77.54,85.57,97.45,82.36,95.4,95.1,81.94,99.78,93.59,93.7,93.05,92.11
16,Male,Academic,97.35,99.83,91.82,78.58,81.34,92.1,94.37,91.49,84.21,91.53,80.33,99.4,77.83,88.35,81.31,88.11,94.48,88.48,89.43,98.29,87.31,85.12,76.15,94.41,91.19,88.62,85.65,97.35,91.88,83.17,80.35,88.6
18,Female,Academic,91.98,79.9,78.01,89.54,90.32,75.6,83.82,81.84,82.1,88.27,92.98,75.72,77.84,98.04,82.61,92.26,79.96,78.31,99.19,84.04,83.42,94.25,77.77,92.82,83.37,90.91,95.41,91,95.78,83.58,81.87,82.2
17,Male,TVL,77.42,96.95,95.63,79.53,77.72,86.48,87.33,95.03,82.91,91.69,90.51,76.1,86.33,94.74,99.69,88.8,85.48,90.6,77.82,88.33,82.86,83.71,86.78,78.34,79.01,81.33,92.58,85.15,93.91,96.97,83.33,89
17,Female,TVL,94.23,79.5,84.07,79.81,98.57,81.29,80.26,96.73,81.48,90.26,87.58,87,75.42,75.01,85.89,98.24,81.62,95.57,79.78,78.98,94.84,92.22,94.57,82.57,86.68,79.61,82.22,89.05,87.33,89.93,98.95,84.69
17,Male,TVL,83.5,94.06,79.51,81.46,96.51,96.93,89.97,90.87,82.78,89.83,94.16,83.38,80.99,99.22,90.68,85.67,90.84,95.77,84.3,95.04,88.61,85.97,94.44,80.9,82.41,86.78,92.84,98.26,90.65,89.06,77.54,84.29
17,Male,Academic,99.82,90.74,95.39,85.76,78.9,97.83,83.49,91.74,94.05,89.43,87.84,86.13,76.51,87.28,80.76,93.39,95.32,91.45,99.87,75.71,84.25,96.02,89.83,84.05,88.43,94.93,81.86,81.99,96.94,81.04,95,76.95
16,Male,Academic,77.98,84.83,81.66,95.38,88.82,81.69,85.68,96.16,75.39,86.56,91.87,98.5,93.86,94.78,76.34,75.78,80.07,97.62,78.18,97.84,93.69,75.16,82.57,76.87,94.45,96.82,97.86,80.73,77.41,94.51,97.55,98.5
16,Male,TVL,76.14,83.34,90.89,96.08,99.08,78.63,91.9,91.76,87.91,83.02,78.35,86.15,91.04,99.54,88,90.9,91.02,81.12,79.29,94.84,76.78,95.72,95.86,86.68,76.39,81,80.68,76.14,99.31,83.22,82.52,96.14
18,Female,TVL,78.75,79.35,96.5,99.59,98.07,97.38,87.72,75.3,85.9,93.83,90.56,95.19,92.26,85.27,86.71,79.47,88.13,96.65,89.56,76.4,82.59,79.3,77.88,91.39,88.13,76.28,79.29,78.18,75.4,80.08,80.23,85.47
17,Male,TVL,95.08,89.54,83.64,75.29,83.27,86.89,86.14,96.33,79.54,87.11,89.51,80.79,85.8,85.71,89.45,80.45,76.47,86.64,77.33,84.64,85.69,78.55,78.97,82.96,84.21,82.51,89.72,79.22,77.3,93.74,96.9,86.02
18,Female,TVL,87.6,85.47,86.05,98.52,85.01,84.08,99.42,80.29,89.84,92.44,85.38,90.86,80.16,87.74,90.11,81.37,75.42,81.8,82.97,82.26,88.49,86.92,92.48,82.08,87.51,80.67,84.86,99.75,85.1,84.39,77.31,82.23
18,Male,Academic,99.11,87.35,76.27,89.36,89.64,78.99,89.07,99.44,75.34,75.1,88.68,80.44,75.82,99.36,86.2,77.9,78.21,80.48,97.51,88.54,97.6,83.91,99.24,82.22,79.59,77.34,76.61,75.33,93.67,89.1,85.58,76.32
16,Female,Academic,84.67,96.94,83.73,97.83,94.13,75.74,87.8,90.55,98.5,77.17,84.8,77.87,94.95,77.55,87.32,84.82,83.31,86.92,83.28,95.23,87.5,91.05,90.52,81.45,75.76,95.63,87.32,85.76,98.65,79.65,97.72,78.16
15,Female,TVL,80.42,92.86,83.81,88.82,91.07,93.89,97.07,87.19,90.67,78.59,91.85,79.79,83.41,75.88,86.83,76.7,83.31,82.68,92.47,94.33,89.71,79.55,91.31,96.08,96.1,92.71,88.84,91.51,88.28,98.74,83.26,91.65
16,Male,Academic,92.03,97.31,87.96,89.15,92.75,82.86,87.65,80.81,97.35,88.84,98.13,93.09,76.21,80.45,98.69,80.07,98.39,80.93,93.92,97.23,89.23,83.12,88.56,85.03,88.24,97.72,92.87,88.38,79.92,88.87,85.94,87.65
17,Female,Academic,82.76,87.06,93.55,92.35,88.9,77.22,96.31,98.05,79.89,90.72,86.96,87.3,82.88,87.35,83.32,95.59,82.41,91.62,78.62,77.74,86.68,77.36,96.41,78.63,88.51,85.24,87.64,89.61,98.14,94.59,78.64,77.66
18,Female,Academic,79.1,77.82,80.63,87.99,81.37,80.18,89.23,86.65,80.77,82.45,95,75.72,98.55,91.99,88.06,97.5,96.26,90.19,97.26,75.41,86.63,97.2,88.02,95.97,93.85,87.2,99.83,94.81,87.54,83.57,97.44,88.29
16,Male,TVL,97.39,76.41,76.93,79.85,86.46,95.55,91.73,92.31,80.58,85.16,80.63,88.35,89.76,84.52,80.55,86.73,92.42,91.32,95.28,89.22,75.81,84.44,81.37,91.26,75.7,87.27,80.42,97.41,91.5,77.95,89.58,80.84
15,Male,TVL,89.33,76.24,78.5,85.65,76.19,78.13,82.17,91.84,80.16,83.46,94.43,91.83,80.06,82.82,76.24,79.3,95.46,83.52,76.53,89.37,89.34,98.07,79.29,94.17,82.45,80.1,95.23,91.46,84.5,82.58,89.49,78.49
15,Male,TVL,88.29,86.86,78.56,75.08,95.97,97.83,99.63,93.02,93.08,81.51,86.68,93.11,99.07,81.77,87.88,78.19,80.24,75.59,80.13,95.33,86.58,87.69,91.65,90.06,82.62,93.96,82.99,91.67,91.55,78.49,87.43,98.62
16,Male,TVL,90.07,90.94,86.84,82.6,85.73,85.71,79.57,80.02,97.45,90.89,89.67,96,90,79.07,88.78,94.14,81.87,77.12,98.86,90.76,77.62,80.41,95.75,84.9,98.49,82.55,77.74,84.91,77.17,82.01,88.69,79.1
18,Male,Academic,97.03,81.47,90.04,77.45,80.33,78.08,96.65,81.13,82.11,96.57,80.58,93.58,90.73,94.09,98.95,82.23,91.51,99.07,90.64,85.85,97.87,90.18,75.18,76.73,77.76,98.65,99.28,82.8,91.68,96.34,94.92,89.01
16,Female,Academic,95.54,85.57,79.59,87.9,79.58,94.28,92.75,89.53,84.63,97.5,97.59,89.88,89.46,78.59,80.81,98.33,76.01,78.01,85.31,97.76,96.26,95.12,76.41,75.05,77.41,97.52,85.08,82.98,92.25,75.34,88.95,81.11
18,Female,Academic,95.74,95,83.15,87.49,87.41,86.8,97.71,99.15,78.54,96.04,94.15,99.49,87.4,98.68,76.73,94.33,89.18,79.76,96.77,97.28,84.26,80.85,87.56,91.83,75.63,82.35,76.99,90.76,94.91,77.25,75.52,81.29
17,Male,TVL,76.79,87.86,89.87,81.17,94.15,98.27,96.13,86.02,98.17,85.77,91.96,85.79,89.63,93.04,99.77,76.01,87.4,98.93,84.9,93.74,81.34,92.38,98.04,99.21,91.01,75.95,91.72,87.64,92.89,81.49,92.15,82.41
15,Female,Academic,85.74,80.27,92.88,88.99,92.55,93.24,85.64,98.68,88.05,99.86,76.83,82.21,82.15,76.08,90.7,82.3,88.14,94.99,87.7,92.99,93.51,80.1,91.78,86.18,89.96,77.99,98.84,99.39,88.46,76.6,98.17,95.03
16,Male,TVL,95.21,88.4,80.87,83.11,93.05,76.66,96.92,92.14,85.15,94.7,93.11,82.08,92.13,80.61,95.37,99.03,86.02,95.9,86.6,87.6,95.81,78.05,90.48,90.17,85.24,92.54,93.81,83.19,88.25,98.56,85.24,84.34
15,Female,TVL,97.26,83.68,84.23,94.53,89.68,89.46,89.08,86.41,82.47,81.68,85.24,86.01,98.57,79.22,93.86,85.05,94.63,90.54,78.3,87.05,98.76,76.6,75.48,97.45,77.86,95.3,94.37,96.66,87.9,86.83,76.37,77.19
16,Female,TVL,81.06,77.89,98.51,86.37,76,97.6,97.42,96.08,93.66,82.63,86.02,86.98,79.67,85.49,94.07,94.57,86,80.76,89.88,84.38,93.36,76.02,97.79,88.86,83.1,75.34,87.13,87.66,75.44,88.41,94.83,77.63
16,Female,Academic,91.43,95.8,93.64,83.84,84.21,99.38,83.61,76.76,82.12,88.44,93.33,88.37,93.08,86.02,77.33,79.12,92.73,95.43,82.81,87.49,92.62,91.86,91.84,77.94,78.13,95.27,76.45,97.96,89.91,91.97,95.96,76.03
17,Male,TVL,83.95,91.55,79.95,88.81,85.52,77.09,95.68,96.71,99.3,84.11,81.88,82.34,85.75,90.1,96.11,86.38,90.4,99.2,86.48,76.2,86.26,88.7,88.49,93.46,95.47,99.37,88.28,98.52,88.71,75.02,88.77,76.66
16,Female,TVL,82.3,95.46,91.9,96.47,99.86,86.88,96.42,84.3,76.84,90.96,82.17,86.41,80.34,91.04,76.03,94.87,90.95,94.73,77.03,79.76,78.36,91.52,93.58,86.37,82.94,78.96,77.99,95.92,98.53,85.8,89.98,82.93
17,Male,Academic,84.15,93.75,99.56,95.61,81.05,93.48,81.61,90.03,96.64,79.49,91.06,79.82,95.81,85.55,81.61,85.18,93.14,92.55,82.33,77.4,87.77,78.75,87.7,87.6,98.23,98.32,81.04,91.1,94.85,97.91,96.19,86.32
18,Male,TVL,95.84,86.49,79.01,75.62,79.25,91.22,79.7,77.27,88.82,88.39,94.35,77.35,82.74,84.65,94.55,83.43,79.37,84.59,76.96,88.2,91.01,98.02,90.4,94.36,79.24,86.84,78.25,75.41,87.68,86.97,76.33,96.28
15,Female,TVL,92.99,90.11,88.56,92.12,88.85,91.18,98.85,77.05,78.24,85.12,95.09,75.36,92.65,97.04,84.83,92.48,97.47,78.57,75.02,90.23,94.64,88.46,87.72,99.48,75.41,75.09,79.86,77.55,89.51,81.47,98.97,91.16
16,Female,Academic,94.65,80.83,92.62,81.49,92.42,78.01,77.67,92.26,87.66,99.56,90.25,79.76,92.23,87.84,91.28,77.96,95.21,87.63,94.97,75.9,83.57,88.3,80.12,92.23,92.21,79.65,75.19,98.22,81.51,83.92,89.66,96.53
16,Male,Academic,93.97,86.48,99.9,78.95,75.45,97.64,87.91,87.88,91.94,93.59,94.22,96.5,75.34,83.64,78.17,93.07,80.59,75.48,81.54,81.58,85.02,86.87,94.77,86.63,92.01,88.58,82.57,81.79,82.24,90.02,84.7,82.21
18,Male,Academic,80.46,79.39,99.51,86.91,96.24,97.22,80.63,92.84,99.42,92.39,92.99,86.24,79.79,82.81,89.33,80.03,75.84,85.26,92.24,98.57,77.95,81.32,94.57,88.78,85.28,92.08,93.23,79.46,93.84,97.97,97.52,93.27
17,Male,Academic,75.23,90.64,91.88,92.79,94.23,93.68,87.1,89.28,99.09,95.4,81.17,78.18,95,94.89,88.13,91.07,80.9,85.09,97.73,82.53,75.73,89.27,97.29,77.02,78.75,99.45,81.63,95.74,82.36,94.53,97.18,83.24
17,Female,TVL,93.13,99.34,75.22,82.59,83.71,97.38,79.83,89.81,76.11,75.09,79.78,95.07,94.12,97,94.63,86.78,90.54,82.68,86.34,99.79,96.01,89.17,96.21,96.84,92.5,90.71,92.86,93.07,87.22,96.26,75.89,78.6
18,Female,Academic,97.42,85.56,78.74,77.88,89.46,98.37,92.75,97.23,96.77,85.57,78.03,94.9,81.16,78.67,89.14,76.26,87.12,81.57,89.29,76.13,82.73,75.28,94.12,81.38,97.31,87.58,78.98,80.57,82.06,91.37,97.62,81.13
15,Male,Academic,83.24,92.39,94.39,85.19,91.18,77.88,79.65,79.99,83.92,88.05,94.57,76.33,96.17,75.53,80.65,76.41,78.71,84.09,88.07,80.65,79.48,91.13,98.34,92.89,89.42,86.53,82.65,97.52,80.93,88.85,98.99,80.05
16,Male,Academic,78.75,94.31,83.77,87.01,99.19,91.4,97.48,98.77,86.63,96.77,92.86,97.55,91.88,92.12,95.39,76.18,86.02,82.14,78.17,91.1,99.61,84.57,80.17,79.93,80.59,83.67,86.76,86.73,89.72,93.55,78.24,84.86
16,Male,Academic,94.09,89.87,94.68,87.73,96.72,97.75,84.4,86.23,85.34,77.36,86.95,85.23,86.12,77.19,99.06,98.4,81.53,86.01,77.53,78.36,85.05,99.41,99.28,81.29,89,78.8,92.43,81.03,75.18,76.18,93.1,97.43
18,Male,TVL,76.45,81.18,77.14,87.22,80.01,81.33,79.1,86.34,81.44,83.95,83.59,95.59,83.33,91.98,78.94,80.85,97.43,80.83,99.48,92.53,86.53,88.39,84.61,86.29,86.23,99.96,86.34,95.7,80.26,93.23,80.16,98.16
15,Male,TVL,92.5,98.86,97.82,79.23,87.18,99.22,95.86,93.7,78.34,75.52,88.99,85.82,83.43,82.31,83.83,84.82,80.81,84.79,97.78,96.02,87.65,92.7,85.76,87.16,93.27,89.67,95.58,87.82,99.29,81.18,91.8,99.89
18,Female,Academic,95.07,98.69,78.34,75.29,76.97,85.64,78.28,86.42,98.89,86.62,76.54,83.64,92.9,88.26,84.99,85.22,88.1,79.46,96.43,93.52,89.83,90.05,76.18,92.75,97.12,87.79,75.68,97.16,77.24,92.17,82.93,85.57
18,Male,TVL,93.85,82.62,80.79,88.41,87.67,97.06,76.35,78.22,84.79,77.81,94.7,88.69,83.8,86.49,84.61,96.16,76.11,98.52,86.13,87.46,91.31,79.18,89.35,87.4,89.73,95.57,89.67,88.34,92.89,99.67,89.66,86.98
17,Male,TVL,84.4,83.68,84.48,78.14,83.8,96.59,94.9,81.11,93.34,91.21,87.43,79.17,81.5,90.57,76.14,76.48,90.73,83.25,81.64,77.07,88.56,80.4,95.31,95.16,83.92,83.41,88.89,80.27,94.91,88.44,81.02,86.09
18,Female,Academic,95.09,92.46,94.19,75.81,93.88,82.64,92.33,92.46,100,84.15,82.1,86.69,77.01,93.21,77.53,81.61,93.33,88.02,91.96,82.82,89.18,99.72,91.26,89.34,99.26,88.6,89.92,96.69,87.27,80.41,99.25,93.74
17,Male,TVL,82.38,75.41,77.81,87.47,78.67,76.67,91.11,81.15,94.96,83.37,94.64,85.36,76.46,86.87,98.9,94.54,99.68,85.6,78.6,88.55,94.9,79.01,82.65,85.64,76.75,99.4,88.43,89.59,77.26,85.86,96.69,85.68
15,Male,Academic,99.72,91.02,82.73,96.23,93.03,98.27,98.6,78.31,82.04,95.32,90.16,95.09,95.14,84.37,82.6,93.32,86.95,86.32,80.85,87.71,88.13,87.92,88.85,98.94,93.44,81.82,77.79,99.11,83.86,84.24,87.42,82.24
18,Female,Academic,95.14,85.76,85.46,96.32,82.2,95.03,75.49,83.21,81.75,95.22,99.09,87.74,80.19,90.91,94.94,78.32,93.04,94.19,81.32,78.06,88.89,82.9,82.91,88.26,90.05,90.04,88.88,87.81,81.91,82.39,89.53,97.71
17,Female,TVL,89.87,85,87.25,85.69,88.27,96.88,98.95,79.47,96.35,96.53,97.38,95.05,96.65,79.52,86.45,95.58,90.73,86.51,82.32,75.16,89.47,97.41,98.65,80.62,92.99,84.74,93.12,90.32,89.2,91.26,93.24,92.38
18,Female,Academic,76.27,82.14,86.47,83.04,94.84,77.42,85.62,85.9,86,98.19,94.67,87.63,98.06,76.37,80.47,92.79,85.64,85.45,93.21,84.44,81.38,97.55,94.47,95.57,76.96,91.53,99,97.37,91,91.72,87.94,96.22
17,Male,Academic,88.08,85.18,88.97,89.83,91.57,98.27,80.27,87.88,91.23,77.75,82.47,97.11,87.96,91.45,84.25,92.24,94.51,97.76,90.82,92.54,96.48,90.36,87.84,79.59,82.23,80.34,77.35,76.47,99.7,84.99,96.68,83.1
16,Female,Academic,96.38,91.74,82.61,88.49,86.18,81.77,79.52,99.14,93.3,91.57,93.06,90.99,80.51,88.69,88.06,76.51,84.52,77.03,75.27,83.69,88.88,76.8,82.29,86.84,79.75,75.05,96.64,82.73,85.06,98.86,75.75,93.36
18,Male,TVL,77.9,94.99,91.3,96.07,97.21,99.92,96.64,86.59,93.07,95.17,78.93,94.25,89.37,89.4,88.54,78.01,95.4,86.03,84.93,87.67,87.25,80.92,93.15,90.19,97.13,80.75,96.69,80.75,77,83.14,87.64,76.79
18,Female,TVL,82.35,82.59,97.57,97.9,87.16,96.48,95.57,87.29,78.44,81.04,95.79,97.29,89.58,91.57,78.81,82.66,77.9,78.72,86.15,84.01,99.81,75.42,90.55,93.47,76.2,96.06,90.66,80.42,85.02,96.12,93.66,83.62
17,Female,TVL,93.79,83.74,90.37,81.33,85.95,98.83,97.45,88.68,91.46,87.92,75.11,84.9,86.46,98.61,92.8,75.97,77.28,96.9,89.52,91.7,92.29,88.58,86.24,82.52,91.56,82.92,86.64,79.36,76.98,83.94,89.84,81.85
18,Male,TVL,96.18,82.41,99.5,92.19,92.54,81.31,86.52,79.22,77.01,77.13,77.39,91.27,89.48,99.63,80.5,98.42,90.42,83.14,82.3,81.82,81.43,94.11,87.61,88.15,98.58,79.02,99.19,99.85,79.32,95.96,95.15,95.02
17,Male,Academic,79.12,78.52,91.19,87.85,95.35,96.28,89.91,82.34,90.5,91.42,97.35,95.28,87.5,76.92,76.48,88.17,75.42,93.2,76.38,86.45,96.66,87.8,91.82,98.03,83.63,97.41,90.53,81.7,94.25,92.59,78.89,80.88
16,Male,TVL,83.26,82.96,90.06,80.79,79.62,77.69,98.41,94.6,79.3,99.82,91.68,95.28,86.74,82.87,78.58,79.28,89.06,84.52,90.23,95.07,83.67,79.44,89.93,93.78,83.36,84.38,75.9,91.96,77.32,90.28,91.91,82.71
15,Female,TVL,81.14,81.37,78.42,93.75,82.18,98.74,84.83,85.58,92.66,86.97,77.39,88.71,87.8,82.92,86.56,79.34,91.27,96.84,77.13,79.57,95.74,79.11,76.49,83.35,91.38,79.57,75.96,92.13,97.46,80.18,99.23,98.45
17,Female,TVL,86.86,96.33,95.18,92.75,86.46,80.27,87.48,79.6,89.37,81.28,84.06,81.34,80.79,99.31,96.15,86.78,84.34,85.33,76.67,96.89,90.99,94.18,77.71,96.35,84.59,98.13,97.17,94.83,80.09,91.19,96.65,82.52
16,Female,Academic,79.84,78.29,88.82,94.11,90.25,76.02,94.02,84.23,85.48,81.06,85.06,99.75,88.14,89.92,98.94,78.22,82.77,80.69,80.7,75.07,91.64,99.72,84.93,88.23,80.97,78.59,99.82,87.05,94.64,92.69,87.53,98.89
18,Female,Academic,94.09,77.76,92.68,76.65,76.96,94.68,97.1,85.95,92.2,98.78,94.38,85.28,75.52,98.58,81.02,90.39,97.46,99.05,93.33,91.39,87.18,81.91,90.76,92.38,96.49,88.77,87.33,78.32,88.73,82.04,93.75,83.74
18,Female,TVL,75.09,81.82,75.43,89.06,95.95,88.39,77.52,97.99,84.63,77.39,84.45,81.7,78.49,82.96,97.85,91.27,76.08,78,75.16,86.13,82.65,97.5,76.51,85.87,91.23,93.57,77.63,83.08,76.37,90.53,79.76,95.59
16,Male,Academic,78.3,92.04,77.13,78.42,75.65,79.49,79.5,88.81,81.6,79.47,87.15,81.51,86.02,80.6,83.24,78.76,99.52,98.89,98.61,79.65,90.85,78.96,86.89,87.39,93.25,85.06,79.59,94.01,84.27,78.35,76.56,99.8
15,Female,TVL,78.89,81.84,82.64,84.97,76.46,84.06,83.23,77.43,87.67,86.73,96.17,75.41,86.32,99.96,89.83,87.08,82.71,90.35,79.38,89.06,88.64,96.47,96.82,77.3,83.9,79.05,75.58,98.47,84.4,99.3,92.93,94.3
16,Male,Academic,76.99,92.17,88.13,76.1,88.06,91.07,87.85,76.03,92.13,93.01,95.27,75.42,98.72,79.71,79.17,85.68,90.3,95.36,91.2,78.82,93.62,93.54,86.77,76.84,87.96,85.25,97.44,89.8,97.05,94.34,84.19,98.84
17,Male,TVL,95.86,91.04,90.5,75.72,86.61,98.39,77.51,85.02,86.45,82.93,89.74,97.47,78.56,81.8,79.47,81.12,88.48,93.15,87.06,78.3,99.85,89.68,88.18,76.24,99.58,75.05,88.76,93.79,83.81,78.57,83.54,77.63
15,Female,TVL,97.35,81,79.72,83.32,80.46,93.13,83.45,95.55,89.4,76.95,96.13,96.09,95.38,95.53,93.99,77.06,80.23,93.46,78.38,98.17,81.88,76.69,80.4,88.29,76.18,77.42,83.27,88.26,82.8,81.09,82.44,75.8
16,Male,Academic,94.15,83.06,76.38,78.13,81.75,79.61,89.71,76.69,93.9,94.46,79.56,90,90.93,81.71,83.81,80.25,80.69,97.22,85.58,93.87,93.95,75.4,80.39,94.49,88.75,86.23,91.59,82.26,84.44,80.28,83.04,81.07
15,Female,Academic,97.9,76.5,90.91,95.54,96.75,99.06,91.15,90.89,90.88,78.74,89.64,75.53,94.78,93.87,76.77,79.17,97.77,82.46,96.48,90.4,94.44,82.08,83.68,76.25,98.79,78.76,96.5,97.8,87.25,76.71,77.18,93.08
15,Male,Academic,76.16,84.73,86.37,82.32,91.17,84.55,82.54,89.67,84.46,83.67,86.64,84.91,99.48,76.7,80.04,92.89,99.98,90.34,86.54,90.54,88.54,92.78,95.14,77.83,98.42,89.6,96.46,88.8,94.81,99.41,96.04,88.19
17,Female,Academic,96.71,80.42,92.13,89.11,94.34,89.03,83.42,95.44,80.78,83.79,89.21,86.73,78.61,97.23,90.69,86.51,80.21,87.84,85.78,98.74,91.76,88.14,84.09,92.42,83.15,93.39,77.74,82.03,77.49,92.8,76.15,94.32
15,Female,Academic,97.73,75.89,88.01,99.43,97.32,76.85,98.79,75.15,94.77,99.91,88.52,81.27,84.33,77.55,94.77,88.45,86.79,85.81,91.88,92.82,82.14,80.99,78.6,99.31,78.08,85.45,84.59,79.17,79.15,82.07,79.57,99.05
18,Male,TVL,99.55,93.88,92.19,95.07,84.94,79.54,81.91,98.49,84.84,77.05,81.26,87.76,80.84,93.14,86.45,99.34,77.41,98.05,86.83,95.55,84.16,82.8,78.56,78.16,75.07,85.58,91.34,75.65,97.63,89.35,84.71,90.73
